iter	Logloss
0	0.5680341426
1	0.4865119091
2	0.4206907956
3	0.3786574374
4	0.3438293583
5	0.3114805295
6	0.2813726527
7	0.2509274157
8	0.2341493515
9	0.2168170752
10	0.2011696188
11	0.1854983055
12	0.1728168936
13	0.1611843014
14	0.1501847731
15	0.1400028737
16	0.1323344986
17	0.1254389563
18	0.1164688651
19	0.1101034445
20	0.1038541972
21	0.097064915
22	0.09231873961
23	0.08851505302
24	0.08387489363
25	0.07981274066
26	0.07758741332
27	0.07460629438
28	0.07229887138
29	0.06968669987
30	0.06817397413
31	0.06559642193
32	0.0635077665
33	0.06219111669
34	0.06118136173
35	0.05966899047
36	0.05859652243
37	0.05789316041
38	0.05645562137
39	0.05526292574
40	0.05427522782
41	0.05329458204
42	0.051894786
43	0.05144052421
44	0.05045749337
45	0.04972001601
46	0.04916508531
47	0.04857171334
48	0.04807192508
49	0.04740611123
50	0.04704161229
51	0.04651469327
52	0.04618320352
53	0.04594071592
54	0.04557236516
55	0.04529922748
56	0.04504081094
57	0.04486898272
58	0.04470219892
59	0.04452382634
60	0.04412116
61	0.04399075888
62	0.04382693672
63	0.04368047149
64	0.04359136058
65	0.04323678364
66	0.04293258909
67	0.04278587554
68	0.04262431926
69	0.0424017452
70	0.04196239985
71	0.04190721768
72	0.04180288464
73	0.04168042451
74	0.0415923489
75	0.04149339839
76	0.04133991223
77	0.04109318128
78	0.04099616044
79	0.04085906307
80	0.04045104584
81	0.04040588501
82	0.0402591843
83	0.04018848134
84	0.04009808915
85	0.0400102868
86	0.03991246287
87	0.03978677243
88	0.03957218934
89	0.03941497461
90	0.03920382985
91	0.03907724755
92	0.03898031422
93	0.03866442755
94	0.03862487992
95	0.03859475896
96	0.03852830564
97	0.03840321881
98	0.03833596483
99	0.0382759102
100	0.03792664428
101	0.03789915365
102	0.03782697411
103	0.03775264757
104	0.03767488717
105	0.03762594286
106	0.03751416737
107	0.0374500101
108	0.03740580056
109	0.03736248556
110	0.03731643433
111	0.03727764725
112	0.03723100006
113	0.03717964209
114	0.03709209245
115	0.03704497672
116	0.03702621455
117	0.03693536607
118	0.03689104353
119	0.0368398516
120	0.03678190734
121	0.03672958385
122	0.03667040081
123	0.03664134644
124	0.03661508157
125	0.03659285878
126	0.03655164073
127	0.03621102654
128	0.03618192175
129	0.03614925879
130	0.03587781432
131	0.03581309833
132	0.03577587242
133	0.0357087115
134	0.03570682583
135	0.03568045445
136	0.03563605655
137	0.03561366373
138	0.03559127796
139	0.03557229387
140	0.03555671681
141	0.03551371872
142	0.03546679294
143	0.03545940261
144	0.035437366
145	0.03542179561
146	0.03540402192
147	0.0353847126
148	0.03536256784
149	0.03533734165
150	0.03532588219
151	0.03529037105
152	0.03526343667
153	0.03524793763
154	0.03494311876
155	0.03493436868
156	0.03489554099
157	0.03485900052
158	0.03481726234
159	0.03476043304
160	0.03471774217
161	0.03468565305
162	0.03467255692
163	0.03463422299
164	0.03461413957
165	0.03459063006
166	0.03458530794
167	0.03457394299
168	0.03455859239
169	0.03454461688
170	0.03450811546
171	0.0344864444
172	0.03446770456
173	0.03445860328
174	0.03442495758
175	0.03436733715
176	0.03435703009
177	0.03435374599
178	0.03431309279
179	0.0342961489
180	0.03425498094
181	0.03422485583
182	0.03422036953
183	0.03419729288
184	0.03418198741
185	0.03412283637
186	0.03409050982
187	0.03403825407
188	0.03400546987
189	0.03400002738
190	0.03398099282
191	0.03394113181
192	0.03390324824
193	0.03388554819
194	0.03388137106
195	0.03385088587
196	0.03381437546
197	0.03377758055
198	0.03376699988
199	0.03375985165
200	0.03359487443
201	0.03355669932
202	0.03354989229
203	0.03352928487
204	0.03348655695
205	0.03347083363
206	0.03344350787
207	0.03343311815
208	0.03341645263
209	0.03337618622
210	0.03331767701
211	0.0333123517
212	0.03330971652
213	0.03329203738
214	0.03328217104
215	0.03322757808
216	0.03321450531
217	0.03318072733
218	0.03316164774
219	0.0331407786
220	0.03312552464
221	0.03309513271
222	0.03307156026
223	0.03304144591
224	0.03301577909
225	0.03299549126
226	0.0329696483
227	0.03293201728
228	0.03291935684
229	0.0329132115
230	0.03286744316
231	0.03285462015
232	0.03284765478
233	0.03284080712
234	0.03282209513
235	0.03279463172
236	0.03276941005
237	0.03270705731
238	0.03268617413
239	0.03267456958
240	0.0326704914
241	0.03263537946
242	0.03260057808
243	0.03258304485
244	0.03257934721
245	0.03252333433
246	0.03246509041
247	0.03246215883
248	0.03245029485
249	0.03239937767
250	0.03239937319
251	0.0323913834
252	0.03236867507
253	0.03235977039
254	0.03235197599
255	0.03232577997
256	0.03231286084
257	0.03229855948
258	0.03228485268
259	0.03227628837
260	0.032270857
261	0.03225894842
262	0.03225050355
263	0.03220477316
264	0.03217108099
265	0.03215807524
266	0.03215051229
267	0.03213766138
268	0.03213535277
269	0.03212054507
270	0.03210933269
271	0.03209312268
272	0.0320546125
273	0.03205404368
274	0.03204378448
275	0.03198705294
276	0.03197997364
277	0.03196835988
278	0.03196399291
279	0.03194776676
280	0.03194234321
281	0.03192357861
282	0.03191149434
283	0.03190133459
284	0.03187838197
285	0.03184448294
286	0.03183143541
287	0.03173241654
288	0.03169641062
289	0.03153289858
290	0.03149046292
291	0.03146232364
292	0.03141827706
293	0.03141322878
294	0.03140212017
295	0.03138499512
296	0.03137517837
297	0.03130175564
298	0.03129871456
299	0.03128607193
300	0.03124976908
301	0.03124578307
302	0.03121525134
303	0.0310924669
304	0.03106771051
305	0.03106022498
306	0.03104397771
307	0.03102362792
308	0.03100430209
309	0.03099476114
310	0.03098741984
311	0.03096267242
312	0.03094001012
313	0.0309342753
314	0.03092360613
315	0.03090511359
316	0.03086937461
317	0.03084952314
318	0.03083853298
319	0.03083111813
320	0.03081167405
321	0.03080070368
322	0.03078732738
323	0.03076835302
324	0.03075682103
325	0.03074330144
326	0.03071924219
327	0.03070498627
328	0.03069596676
329	0.03068807644
330	0.03066835512
331	0.03065869525
332	0.03062570611
333	0.03059295059
334	0.03058414018
335	0.03048666883
336	0.03045707517
337	0.03043485077
338	0.03042852677
339	0.03042520008
340	0.03041443299
341	0.03040746361
342	0.03037445498
343	0.03024346087
344	0.03023615281
345	0.03020472828
346	0.03019155471
347	0.03016812739
348	0.03015925534
349	0.03015132567
350	0.03014748253
351	0.03014168968
352	0.03013297615
353	0.03012510984
354	0.03010635187
355	0.030093992
356	0.03008407296
357	0.03005920385
358	0.03004626623
359	0.03003877963
360	0.03003578712
361	0.0300282106
362	0.03002397334
363	0.03000730009
364	0.03000246505
365	0.0299966239
366	0.02999409705
367	0.02998312988
368	0.02997645731
369	0.02996219794
370	0.0299540498
371	0.02994316351
372	0.02993954922
373	0.02993948946
374	0.02991889213
375	0.02991461829
376	0.02990715039
377	0.02990713041
378	0.02990165361
379	0.02988080497
380	0.02983173358
381	0.02981342408
382	0.02980539827
383	0.02979139794
384	0.02977838392
385	0.02976650956
386	0.02975507028
387	0.02974333203
388	0.02970592958
389	0.02969459627
390	0.02967622281
391	0.02966753763
392	0.02964445029
393	0.0296353982
394	0.02962886734
395	0.02960998178
396	0.0295951776
397	0.02958430457
398	0.02956708254
399	0.02953633667
400	0.02950858556
401	0.02949780204
402	0.02948768863
403	0.02947626637
404	0.02946140053
405	0.0294558064
406	0.0294305623
407	0.02941346763
408	0.02940130767
409	0.02936128406
410	0.02935029534
411	0.02934048377
412	0.02931473011
413	0.02930936881
414	0.02929533414
415	0.02929072199
416	0.02928020149
417	0.02927109505
418	0.02925549802
419	0.02923152506
420	0.02922224329
421	0.0292222311
422	0.02921454391
423	0.02920491619
424	0.02919631376
425	0.02917511204
426	0.02916168882
427	0.02915662653
428	0.02915253196
429	0.02913590619
430	0.029106024
431	0.02909678719
432	0.02907839413
433	0.02907781111
434	0.02907778092
435	0.02907474803
436	0.02906746389
437	0.0290636567
438	0.02906360074
439	0.02905808036
440	0.02904346738
441	0.02904344852
442	0.0290385997
443	0.02903132437
444	0.02903131277
445	0.02903068121
446	0.02902999424
447	0.02902152295
448	0.02902149676
449	0.02901836398
450	0.02900934232
451	0.02897402183
452	0.0289658322
453	0.02896169057
454	0.02895728421
455	0.02894768421
456	0.02894768421
457	0.02893603362
458	0.02891319807
459	0.02890822754
460	0.02888364988
461	0.02888297011
462	0.02887594259
463	0.02887520038
464	0.02886933733
465	0.028844419
466	0.02882487908
467	0.02882482251
468	0.02881331352
469	0.02881044703
470	0.02880283051
471	0.02874684828
472	0.0287468322
473	0.02874028034
474	0.0287157575
475	0.02871562857
476	0.02870615763
477	0.02870335348
478	0.02870278875
479	0.02869304107
480	0.02869295823
481	0.02869290514
482	0.028673651
483	0.02865108764
484	0.02861277589
485	0.02859560418
486	0.02841137369
487	0.02839042343
488	0.02838977216
489	0.028362004
490	0.02835511461
491	0.02835509493
492	0.02835506565
493	0.0283543658
494	0.02835430744
495	0.02835424038
496	0.02835357631
497	0.02835301778
498	0.02834760807
499	0.02834748874
500	0.02832864435
501	0.02832861937
502	0.02832558599
503	0.02831981151
504	0.02831113723
505	0.02827986798
506	0.02824083414
507	0.02823487978
508	0.02822187088
509	0.02819241055
510	0.02819239046
511	0.02819109194
512	0.02819031277
513	0.02817906396
514	0.02817097412
515	0.02816240936
516	0.02813176721
517	0.0281243666
518	0.02811631753
519	0.02810356284
520	0.02807763026
521	0.02804199207
522	0.02803789751
523	0.0280079339
524	0.0279958865
525	0.02798881514
526	0.02797788435
527	0.02797542323
528	0.0279572771
529	0.02790687229
530	0.02790102016
531	0.02789420409
532	0.02788320962
533	0.02787377497
534	0.02786392442
535	0.02786392442
536	0.02785351474
537	0.02785339801
538	0.02784887656
539	0.02782909491
540	0.02780779819
541	0.02779920127
542	0.02778583179
543	0.02775569372
544	0.02773901325
545	0.02771598789
546	0.02770631454
547	0.02770358482
548	0.02770356153
549	0.02769502686
550	0.02769491135
551	0.027688333
552	0.027688332
553	0.02768309505
554	0.02767779325
555	0.02767778528
556	0.02766846652
557	0.0276584787
558	0.02764373319
559	0.02760868218
560	0.02759643297
561	0.02758199407
562	0.02756528155
563	0.0275376642
564	0.02750537877
565	0.02749649651
566	0.02748905505
567	0.02748335662
568	0.02747767126
569	0.0274776619
570	0.02746662199
571	0.02745707241
572	0.02744587799
573	0.02742425299
574	0.02738582263
575	0.02736388836
576	0.02735768227
577	0.02735189888
578	0.02732984089
579	0.02732085763
580	0.02727990477
581	0.02727081155
582	0.02726200597
583	0.02725487958
584	0.0272429584
585	0.02722477461
586	0.02719955977
587	0.02719955918
588	0.02719431062
589	0.02719197815
590	0.0271859693
591	0.02717896505
592	0.02715483303
593	0.02714042546
594	0.02713922589
595	0.02713917484
596	0.02713325782
597	0.02712185092
598	0.02708475138
599	0.0270832457
600	0.02707733206
601	0.02706832499
602	0.02706185707
603	0.02705482601
604	0.02703012832
605	0.0270181088
606	0.02701806765
607	0.02700798614
608	0.0269812378
609	0.02696060027
610	0.0269528265
611	0.02695108168
612	0.02694485304
613	0.02693616763
614	0.02692268997
615	0.02691697118
616	0.02688012807
617	0.02687006597
618	0.02686138251
619	0.02685511536
620	0.02685509998
621	0.02684819355
622	0.02683915419
623	0.02682945582
624	0.02681555715
625	0.02680989498
626	0.02678155628
627	0.02675317108
628	0.026741246
629	0.02673386216
630	0.02669608322
631	0.02667709082
632	0.0266589218
633	0.0266589178
634	0.02664212728
635	0.02663184173
636	0.02662430694
637	0.02662004065
638	0.02654511745
639	0.0265357312
640	0.02653405466
641	0.02651934942
642	0.02651107757
643	0.02649471295
644	0.02647023587
645	0.02646160305
646	0.02645320145
647	0.02645318336
648	0.0264463795
649	0.02642982385
650	0.02638799298
651	0.02637997011
652	0.02636557885
653	0.02634018429
654	0.02633779784
655	0.02631849765
656	0.02630067995
657	0.02629192739
658	0.02627278095
659	0.02627038591
660	0.02626444343
661	0.02625082118
662	0.02624622836
663	0.0262402961
664	0.0262280694
665	0.02622472422
666	0.02622400291
667	0.02619060787
668	0.02618327479
669	0.02617760542
670	0.02615810284
671	0.02613513954
672	0.02609706882
673	0.02608004703
674	0.02607038848
675	0.02606759871
676	0.02606040812
677	0.02605327535
678	0.02603864257
679	0.02603123736
