iter	Logloss
680	0.02599921427
681	0.02598577798
682	0.02598094623
683	0.02592856892
684	0.02590100803
685	0.02587206957
686	0.02586503534
687	0.02585783773
688	0.02584526575
689	0.02584270122
690	0.02583174742
691	0.0258205507
692	0.02581521359
693	0.02580898316
694	0.02580002073
695	0.02579208593
696	0.02577143935
697	0.02575939475
698	0.02574733259
699	0.0257467294
700	0.02574189446
701	0.02574187497
702	0.02573791861
703	0.0257374914
704	0.02573717019
705	0.02573079246
706	0.025724514
707	0.02571915013
708	0.02571205816
709	0.025698
710	0.02568959836
711	0.02567665083
712	0.02566585323
713	0.02563848016
714	0.02563296759
715	0.02561101631
716	0.02560176695
717	0.02557945955
718	0.02557894054
719	0.0255714975
720	0.02554039785
721	0.025533267
722	0.02552568598
723	0.02552035239
724	0.02548883272
725	0.02547250967
726	0.02546836554
727	0.02546831088
728	0.02546045689
729	0.02546045341
730	0.02545083529
731	0.02542764613
732	0.02542763815
733	0.02542144976
734	0.02542140528
735	0.02541566417
736	0.02540182855
737	0.02539591715
738	0.02538585975
739	0.02538585297
740	0.02538575944
741	0.02537823047
742	0.02535553133
743	0.02527350566
744	0.02526554281
745	0.02524347773
746	0.02523594632
747	0.02523023997
748	0.02521218596
749	0.02520014412
750	0.02519220233
751	0.02517343325
752	0.02516261533
753	0.02516257726
754	0.02514086681
755	0.02513403657
756	0.02512801717
757	0.02508004657
758	0.0250452732
759	0.0250205593
760	0.02501468489
761	0.02500847391
762	0.02500353533
763	0.02499434874
764	0.02498629197
765	0.02497525933
766	0.02497292234
767	0.02496385029
768	0.02496383249
769	0.02494990121
770	0.02494451666
771	0.02494441192
772	0.02493637341
773	0.02493633264
774	0.02492517402
775	0.02491665325
776	0.02489646382
777	0.02489227593
778	0.02488651415
779	0.02487651557
780	0.0248678844
781	0.02485915086
782	0.02485193735
783	0.02484598386
784	0.02479116875
785	0.02477059809
786	0.02476224886
787	0.02475182528
788	0.02474251638
789	0.02473055555
790	0.02472009386
791	0.02471277417
792	0.02469820562
793	0.02469089717
794	0.02468557497
795	0.02467307427
796	0.02463924223
797	0.02463316635
798	0.02461505013
799	0.02461503885
800	0.02460556555
801	0.024576674
802	0.02457077074
803	0.02456540616
804	0.0245611354
805	0.02455266369
806	0.02454700542
807	0.02453284483
808	0.0245327544
809	0.02452562088
810	0.0245073437
811	0.02450440045
812	0.02449571824
813	0.02447964246
814	0.02444658984
815	0.02443763624
816	0.02443455837
817	0.02442093511
818	0.02440340384
819	0.02439161394
820	0.02438190197
821	0.02437412326
822	0.02436181963
823	0.02434929275
824	0.02434458016
825	0.02433860052
826	0.02433340364
827	0.02432604724
828	0.02431967797
829	0.02431762359
830	0.02431753305
831	0.02431753305
832	0.02431727855
833	0.02431723379
834	0.0243172307
835	0.02431721511
836	0.02431716933
837	0.02431716035
838	0.02431557266
839	0.02431555267
840	0.02430898193
841	0.02430897743
842	0.02430896552
843	0.02427786732
844	0.02426573563
845	0.02426569136
846	0.02425547492
847	0.02425543376
848	0.02425541148
849	0.02425209128
850	0.02425206988
851	0.0242473195
852	0.02423772102
853	0.02423771632
854	0.024229963
855	0.02422183663
856	0.02420917152
857	0.02419910737
858	0.0241928972
859	0.02418297563
860	0.0241721788
861	0.02416642335
862	0.02415718723
863	0.02415019119
864	0.02414245154
865	0.02414077959
866	0.0241170455
867	0.02411163654
868	0.02411063862
869	0.02407987934
870	0.02407985206
871	0.02406518682
872	0.02404747235
873	0.024030219
874	0.02402029528
875	0.02399985012
876	0.02399941721
877	0.02399538573
878	0.02397720307
879	0.02396935704
880	0.02396089494
881	0.02395240405
882	0.02394508635
883	0.02393720645
884	0.02393682506
885	0.02393007698
886	0.02391897631
887	0.02391305852
888	0.02391306411
889	0.02391303904
890	0.02390740608
891	0.02390737989
892	0.02390558494
893	0.02389702295
894	0.02389595399
895	0.0238893308
896	0.02388280444
897	0.02388277266
898	0.02387589394
899	0.0238511249
900	0.02384235348
901	0.02383690293
902	0.02380775512
903	0.02379891798
904	0.02378785227
905	0.02378263027
906	0.02377572565
907	0.0237693753
908	0.0237567438
909	0.02375120022
910	0.02373317945
911	0.02370612413
912	0.02370405184
913	0.02369830131
914	0.02367587221
915	0.02366350696
916	0.02366349396
917	0.02366005554
918	0.02364845413
919	0.02363970858
920	0.02363371893
921	0.02362261872
922	0.02362260762
923	0.02361939996
924	0.0236082185
925	0.02359782942
926	0.02358942421
927	0.02358941282
928	0.02356159367
929	0.02356153041
930	0.02356152131
931	0.02356147746
932	0.02356146216
933	0.02353849924
934	0.02353244206
935	0.02352059405
936	0.02351696249
937	0.02350980795
938	0.02345847945
939	0.02343448485
940	0.02342881586
941	0.02340292339
942	0.02339618012
943	0.02339082913
944	0.02337526235
945	0.02335457662
946	0.02335057513
947	0.02333811971
948	0.02333772307
949	0.02333035166
950	0.02333033516
951	0.02329076681
952	0.0232907614
953	0.02328531688
954	0.02326635138
955	0.02325605065
956	0.02325394142
957	0.02321270003
958	0.02320539043
959	0.02320068332
960	0.02317538902
961	0.02316580232
962	0.02315577534
963	0.0231481847
964	0.02312594617
965	0.02312250979
966	0.02311524634
967	0.02311253881
968	0.02309742729
969	0.02309333513
970	0.02308274367
971	0.02308274367
972	0.02308262585
973	0.02307739938
974	0.02307203952
975	0.02305883518
976	0.02305361787
977	0.02304764024
978	0.0230430986
979	0.02300183464
980	0.02299627569
981	0.02299240117
982	0.02298826512
983	0.02298188372
984	0.02296805327
985	0.02296804198
986	0.02296503876
987	0.02294226299
988	0.02292752217
989	0.02292706351
990	0.02291827041
991	0.0229101056
992	0.02290396967
993	0.02289992834
994	0.02289970731
995	0.02289968311
996	0.02289457501
997	0.02286280352
998	0.02284631019
999	0.02283408379
